#! FIELDS dist file.free der_dist
#! SET min_dist 0.199134
#! SET max_dist 0.751152
#! SET nbins_dist  158
#! SET periodic_dist false
    0.199134000   57.796273107   -0.417620903
    0.202650038   57.793605252   -1.225508894
    0.206166076   57.782306078   -6.440437493
    0.209682115   57.736189921  -22.623676474
    0.213198153   57.596564812  -61.669297992
    0.216714191   57.249203207 -144.710893648
    0.220230229   56.494402591 -299.555330382
    0.223746268   55.033985983 -548.398670701
    0.227262306   52.514595167 -901.509063106
    0.230778344   48.605099239 -1330.742323100
    0.234294382   43.154713056 -1761.690355108
    0.237810420   36.333796213 -2092.896409346
    0.241326459   28.678762056 -2221.531281297
    0.244842497   21.000845301 -2104.119728247
    0.248358535   14.143130436 -1766.464994240
    0.251874573    8.725230737 -1305.786289192
    0.255390611    4.959037262 -849.414337383
    0.258906650    2.640853298 -490.274777908
    0.262422688    1.354821185 -263.572941448
    0.265938726    0.657827747 -147.205871186
    0.269454764    0.253675726  -87.545586570
    0.272970803    0.034426459  -37.150664914
    0.276486841    0.000000000   18.384367831
    0.280002879    0.161551805   72.520321935
    0.283518917    0.501846312  119.362618387
    0.287034955    0.983404868  152.095392442
    0.290550994    1.562566077  177.324240821
    0.294067032    2.233572464  203.769807901
    0.297583070    2.988036288  224.300067555
    0.301099108    3.808425878  240.326185549
    0.304615146    4.660397816  242.271069863
    0.308131185    5.490665941  227.587449258
    0.311647223    6.254849126  208.793592619
    0.315163261    6.961461380  196.339154420
    0.318679299    7.658747172  203.966975542
    0.322195338    8.405080413  220.816467385
    0.325711376    9.197723164  227.035213558
    0.329227414    9.965715816  207.789675658
    0.332743452   10.629369785  165.330043112
    0.336259490   11.124852986  117.953487143
    0.339775529   11.484854738   91.282094891
    0.343291567   11.791262734   87.067075653
    0.346807605   12.103328748   90.325980022
    0.350323643   12.415676087   83.866712182
    0.353839682   12.672294532   58.869837715
    0.357355720   12.811774576   17.802141500
    0.360871758   12.801402237  -23.549904647
    0.364387796   12.664176132  -52.234909025
    0.367903834   12.462872750  -57.996106061
    0.371419873   12.279814544  -43.422179388
    0.374935911   12.166891488  -21.182947581
    0.378451949   12.110275256  -14.234972842
    0.381967987   12.042616541  -29.580012111
    0.385484025   11.873928869  -68.065388258
    0.389000064   11.569290543 -103.773353275
    0.392516102   11.162606353 -121.910148670
    0.396032140   10.737399778 -115.553674808
    0.399548178   10.370716869  -92.493324513
    0.403064217   10.091896477  -67.908034861
    0.406580255    9.883426626  -53.601444442
    0.410096293    9.691767298  -58.055863050
    0.413612331    9.447930497  -82.847055392
    0.417128369    9.092969540 -120.491825040
    0.420644408    8.603855466 -156.030157538
    0.424160446    8.024546913 -169.793934316
    0.427676484    7.447188098 -153.697781626
    0.431192522    6.967593875 -117.676310528
    0.434708561    6.620273138  -81.925100286
    0.438224599    6.369194421  -66.581670561
    0.441740637    6.123895791  -76.166178546
    0.445256675    5.818792010  -97.700125395
    0.448772713    5.448199312 -110.720364181
    0.452288752    5.064170876 -106.473477948
    0.455804790    4.714474776  -89.314263837
    0.459320828    4.439270165  -68.443594199
    0.462836866    4.231382096  -49.563596032
    0.466352904    4.078706086  -37.545644303
    0.469868943    3.966553065  -28.261719235
    0.473384981    3.873776942  -25.731219320
    0.476901019    3.768762457  -34.901431840
    0.480417057    3.615418782  -48.984731965
    0.483933096    3.435720913  -49.138182640
    0.487449134    3.292176728  -29.436010588
    0.490965172    3.235808534   -2.046441400
    0.494481210    3.262989681   12.703856581
    0.497997248    3.287603951   -2.088880294
    0.501513287    3.225011611  -35.340852381
    0.505029325    3.041600530  -66.070872638
    0.508545363    2.793394828  -69.360119816
    0.512061401    2.587496215  -44.717029102
    0.515577439    2.489812203  -12.163386177
    0.519093478    2.486610747    6.878033355
    0.522609516    2.513268402    4.858315784
    0.526125554    2.501988781  -10.122825308
    0.529641592    2.449161347  -16.908713605
    0.533157631    2.396918105  -11.222290519
    0.536673669    2.373205484   -3.070971961
    0.540189707    2.374924077    1.054988418
    0.543705745    2.387900651    5.974307128
    0.547221783    2.426263441   18.342367963
    0.550737822    2.526257733   40.007183437
    0.554253860    2.702442880   58.671202634
    0.557769898    2.918368941   60.968343892
    0.561285936    3.116475038   49.243248252
    0.564801975    3.263162163   34.241849085
    0.568318013    3.376943843   34.068025571
    0.571834051    3.518716351   47.322406127
    0.575350089    3.711357430   60.989476630
    0.578866127    3.933339290   63.202568530
    0.582382166    4.144104519   53.747689687
    0.585898204    4.303712529   37.068866487
    0.589414242    4.400484578   16.623392696
    0.592930280    4.417809741   -7.748298851
    0.596446318    4.351366146  -28.084924108
    0.599962357    4.244783342  -27.488035003
    0.603478395    4.193353709    2.309635325
    0.606994433    4.286201220   53.449645510
    0.610510471    4.564545979  101.480542671
    0.614026510    4.967914939  124.986627871
    0.617542548    5.409979475  125.844860401
    0.621058586    5.854659555  127.801797743
    0.624574624    6.336531370  149.330581242
    0.628090662    6.925172306  188.383559214
    0.631606701    7.663974633  231.421473678
    0.635122739    8.531224764  262.197426692
    0.638638777    9.514928830  298.120059134
    0.642154815   10.632275399  338.389015804
    0.645670854   11.905002646  385.288880859
    0.649186892   13.328000237  421.066919125
    0.652702930   14.839026853  432.215798005
    0.656218968   16.333199286  416.468011404
    0.659735006   17.764997355  401.557251830
    0.663251045   19.195800926  418.292559650
    0.666767083   20.758173502  475.726981296
    0.670283121   22.559305379  549.408605427
    0.673799159   24.604257906  607.924873245
    0.677315197   26.789518500  630.734616725
    0.680831236   29.016926358  635.108456645
    0.684347274   31.276085849  657.457042260
    0.687863312   33.690277242  724.367192814
    0.691379350   36.409517292  824.587503689
    0.694895389   39.475836899  912.813636377
    0.698411427   42.759636732  943.631819885
    0.701927465   46.022133931  899.830360968
    0.705443503   49.010204818  792.712153918
    0.708959541   51.559488048  653.989807020
    0.712475580   53.597816722  506.515063075
    0.715991618   55.134555448  369.431265285
    0.719507656   56.223512451  253.168321327
    0.723023694   56.941778029  159.739331980
    0.726539732   57.370140171   89.686294959
    0.730055771   57.603281004   46.965242916
    0.733571809   57.720716556   21.660691667
    0.737087847   57.771108559    8.313589832
    0.740603885   57.789320943    2.959489078
    0.744119924   57.795813218    1.027368817
    0.747635962   57.796273208   -0.000000000
    0.751152000   57.796273208   -0.000000000
